날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert
2023-04-10(월),사골우거지국,"6.0, 7.0, 14.0",버섯쇠고기찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",11,4,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.02304692 -0.28977704  0.62643137]
2023-04-11(화),쇠고기미역국,"16.08, 6.78, 15.06",감자짜글이,"32.0, 1.8, 5.0",꼬지어묵우동,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,12,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-12(수),시금치된장국,"17.48, 2.8, 7.91",황태채계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",꼬리곰탕,"7.0, 13.0, 32.0",4,5,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-14(금),북어채국,"3.28, 4.9, 12.81",굴림만두육개장,"20.828397887323945, 6.627411971830987, 11.344295774647893",모듬왕만두찜,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.67562074 1.49186112 0.2993252 ]
2023-04-15(토),콘샐러드,"19.83, 7.59, 2.32",라구스파게티,"42.95, 1.29, 8.06",짬뽕찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,12,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0]",[ 6.59944327 -2.00771867 -0.34098853]
2023-04-16(일),떡만둣국,"68.42, 11.05, 15.0",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",대파육개장,"16.0, 14.0, 13.0",6,10,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-17(월),참치김치찌개,"6.11, 4.71, 9.71",닭곰탕,"1.87, 4.75, 18.72",짬뽕순두부,"21.0, 23.0, 33.0",9,18,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-18(화),쇠고기육개장,"6.0, 6.0, 8.0",열무비빔밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯육개장,"9.0, 2.9, 8.0",7,1,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-19(수),닭고기무국,"6.0, 1.1, 6.0",고추잡채밥/꽃빵,"20.828397887323945, 6.627411971830987, 11.344295774647893",차돌박이된장찌개,"27.0, 28.0, 27.0",13,4,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-20(목),지코바치킨덮밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",꼬막된장찌개,"16.77, 5.6, 15.01",오므라이스,"46.8, 14.75, 14.77",1,2,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-21(금),근대된장국,"5.82, 1.36, 3.47",순두부찌개,"5.62, 17.99, 18.25",쇠고기감자국,"7.0, 2.4, 13.0",7,9,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-22(토),모구모구,"43.0, 0.0, 0.0",일반배추김치,"1.58, 0.12, 0.66",오꼬노미야끼,"61.31, 21.45, 20.66",1,1,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 6.73919798 -0.12513418 -0.10701355]
2023-04-23(일),쇠고기미역국,"16.08, 6.78, 15.06",감자양파찌개,"14.04, 1.86, 2.04",미역된장국,"2.34, 0.08, 1.0",21,1,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-24(월),두부햄찌개,"2.36, 6.78, 6.98",닭고기육개장,"6.0, 6.0, 8.0",순두부버섯탕,"19.0, 19.0, 21.0",7,22,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-04-25(화),목살김치찌개,"11.0, 23.0, 27.0",전복미역국,"6.0, 1.5, 5.0",국물떡볶이,"73.0, 0.9, 6.0",4,11,3,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-27(목),맑은된장국,"19.016542810985488, 8.021147011308546, 12.768707592891765",두부고추장찌개,"13.53, 2.9, 6.9",건새우무우국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,4,10,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-04-28(금),황태해장국,"12.07, 4.14, 18.33",꽃게탕,"3.95, 1.58, 12.87",아욱된장국,"4.88, 0.73, 2.68",9,9,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.07116111 2.81667504 0.11841897]
2023-04-29(토),에그맥머핀,"30.0, 12.0, 18.0",사골떡왕만둣국,"9.0, 4.0, 2.0",쇠고기콩나물국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,3,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.57928134 -2.53634966  0.37074803]
2023-04-30(일),팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",참치김치찌개,"6.11, 4.71, 9.71",미소장국,"7.78, 3.36, 6.02",6,1,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-01(월),쇠고기미역국,"16.08, 6.78, 15.06",황태해장국,"12.07, 4.14, 18.33",닭볶음탕,"9.4, 9.5, 25.72",21,4,7,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-02(화),두부햄찌개,"2.36, 6.78, 6.98",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",건새우무우국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,14,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-03(수),만두국,"29.95, 21.79, 24.12",닭곰탕,"1.87, 4.75, 18.72",감자국,"9.86, 3.52, 4.54",3,18,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 6.49213517  2.65535782 -0.62043599]
2023-05-04(목),나주곰탕,"2.42, 9.5, 27.38",돼지고기김찌찌개,"15.0, 6.0, 10.0",쇠고기무국,"12.07, 8.62, 16.43",1,9,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.12795347  0.38831229 -0.85205956]
2023-05-05(금),순두부백탕,"6.0, 7.0, 11.0",모닝빵&딸기잼,"17.42, 1.43, 3.28",대파육개장,"16.0, 14.0, 13.0",10,2,7,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.7424894   0.85624667 -1.02209548]
2023-05-06(토),뉴욕핫도그,"15.0, 8.1, 15.0",국물떡볶이,"73.0, 0.9, 6.0",된장국,"9.93, 1.85, 5.55",10,5,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-05-07(일),쇠고기육개장,"6.0, 6.0, 8.0",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",중화식계란탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,11,4,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-08(월),물만두국,"29.95, 21.79, 24.12",순두부버섯탕,"19.0, 19.0, 21.0",오므라이스,"46.8, 14.75, 14.77",9,2,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.14189858  1.84764727 -0.19743215]
2023-05-10(수),참치김치찌개,"6.11, 4.71, 9.71",아욱된장국,"4.88, 0.73, 2.68",진한육개장,"16.0, 6.0, 18.0",9,10,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-11(목),콩나물김치국,"1.79, 1.82, 1.92",고추잡채밥/꽃빵,"20.828397887323945, 6.627411971830987, 11.344295774647893",시금치된장국,"17.48, 2.8, 7.91",4,4,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.86645324 -0.48461474  0.45289151]
2023-05-12(금),닭고기무국,"6.0, 1.1, 6.0",미소장국,"7.78, 3.36, 6.02",느타리버섯배추국,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,18,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-13(토),버팔로치킨윙,"9.0, 10.0, 17.0",우동국,"12.38, 2.74, 1.62",햄감자찌개,"14.04, 1.86, 2.04",6,12,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-05-14(일),홍합무국,"19.016542810985488, 8.021147011308546, 12.768707592891765",닭칼국수,"47.12, 6.06, 15.09",짬뽕순두부,"21.0, 23.0, 33.0",1,5,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.35032758  2.19880954 -0.08817306]
2023-05-15(월),감자수제비국,"66.44, 6.59, 15.81",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",도가니설렁탕,"6.0, 6.0, 15.0",9,10,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.68291494 -0.04797458  0.39687507]
2023-05-16(화),쇠고기된장찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯매운탕,"78.0, 8.0, 38.0",4,11,11,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-17(수),북어채콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",미역된장국,"2.34, 0.08, 1.0",미소장국,"7.78, 3.36, 6.02",3,8,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.49948338 0.1374499  0.2377602 ]
2023-05-18(목),생선묵국,"19.016542810985488, 8.021147011308546, 12.768707592891765",새우순두부계란탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",미니우동,"47.56, 0.62, 7.04",1,3,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[7.26954965 3.44833006 0.55088099]
2023-05-20(토),,"19.016542810985488, 8.021147011308546, 12.768707592891765",마늘빵,"8.0, 1.0, 1.0",깍두기,"3.21, 0.29, 0.62",8,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-3.6037333  -2.04695024 -5.11014571]
2023-05-21(일),쇠고기시래기국,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자짜글이,"32.0, 1.8, 5.0",쇠고기육개장,"6.0, 6.0, 8.0",7,12,8,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-22(월),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기김치찌개,"6.38, 8.09, 8.17",매운버섯국,"19.172017857142862, 7.075374999999995, 11.985875000000004",10,3,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-23(화),모듬어묵탕,"19.0, 2.7, 9.0",닭고기육개장,"6.0, 6.0, 8.0",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,22,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.98671749 -0.55381025 -0.10303365]
2023-05-24(수),배추된장국,"8.64, 2.01, 3.8",새우시금치국,"18.99, 2.45, 8.5",패주미역국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,4,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-05-25(목),꼬리곰탕,"7.0, 13.0, 32.0",차돌박이된장찌개,"27.0, 28.0, 27.0",근대된장국,"5.82, 1.36, 3.47",6,10,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-05-26(금),전복미역국,"6.0, 1.5, 5.0",해물순두부찌개,"13.31, 16.19, 25.76",황태채미역국,"4.0, 0.5, 1.0",4,4,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[7.77325121 1.80661216 0.61182416]
2023-05-27(토),햄치즈버거,"42.0, 17.0, 18.0",열무비빔냉면,"78.0, 23.0, 8.0",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,1,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.24242696 -3.05408441  0.18934588]
2023-05-28(일),쇠고기장터국,"7.0, 3.7, 9.0",콩나물국,"5.87, 1.54, 2.17",버섯쇠고기찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,9,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-29(월),쇠고기무국,"12.07, 8.62, 16.43",사골떡왕만둣국,"9.0, 4.0, 2.0",닭고기육개장,"6.0, 6.0, 8.0",40,3,14,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-05-30(화),목살김치찌개,"11.0, 23.0, 27.0",꽃게탕,"3.95, 1.58, 12.87",쇠고기미역국,"16.08, 6.78, 15.06",4,9,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-05-31(수),순두부찌개,"5.62, 17.99, 18.25",도토리묵사발,"33.0, 4.5, 2.0",사골우거지국,"6.0, 7.0, 14.0",14,8,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-01(목),쇠고기미역국,"16.08, 6.78, 15.06",차돌박이된장찌개,"27.0, 28.0, 27.0",대파육개장,"16.0, 14.0, 13.0",21,10,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-02(금),순두부백탕,"6.0, 7.0, 11.0",감바스필라프,"66.0, 4.2, 8.0",물만두국,"29.95, 21.79, 24.12",10,1,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.7424894   0.85624667 -1.02209548]
2023-06-03(토),불고기버거,"50.0, 22.0, 20.0",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",콩나물국,"5.87, 1.54, 2.17",15,13,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.48607388 -2.10948034 -0.0093923 ]
2023-06-05(월),배추된장국,"8.64, 2.01, 3.8",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",오므라이스,"46.8, 14.75, 14.77",5,11,5,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-06(화),사골우거지국,"6.0, 7.0, 14.0",돼지고기김찌찌개,"15.0, 6.0, 10.0",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",11,9,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.02304692 -0.28977704  0.62643137]
2023-06-07(수),감자수제비국,"66.44, 6.59, 15.81",꽃게탕,"3.95, 1.58, 12.87",쇠고기육개장,"6.0, 6.0, 8.0",9,9,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.68291494 -0.04797458  0.39687507]
2023-06-08(목),닭고기무국,"6.0, 1.1, 6.0",설렁탕소면,"81.0, 16.0, 14.0",새우시금치국,"18.99, 2.45, 8.5",13,3,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-09(금),쇠고기떡국,"0.0, 2.5, 20.0",추어탕,"3.54, 8.01, 26.52",된장국,"9.93, 1.85, 5.55",9,4,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-10(토),어묵핫바,"22.0, 1.7, 11.0",알리오올리오파스타,"46.0, 11.0, 7.0",엄나무닭가슴살삼계탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,5,2,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-11(일),참치김치찌개,"6.11, 4.71, 9.71",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,7,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-12(월),버섯매운탕,"78.0, 8.0, 38.0",차돌된장찌개,"14.67, 10.78, 19.1",미니우동,"47.56, 0.62, 7.04",2,1,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-13(화),진한육개장,"16.0, 6.0, 18.0",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",두부고추장찌개,"13.53, 2.9, 6.9",5,6,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[7.85956727 1.84040161 0.36574161]
2023-06-14(수),감자옹심이국,"48.72, 5.3, 5.23",낙지연포탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",중화식계란탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,5,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.10514738 0.25949838 0.98102733]
2023-06-15(목),순두부찌개,"5.62, 17.99, 18.25",아욱된장국,"4.88, 0.73, 2.68",모듬어묵탕,"19.0, 2.7, 9.0",14,10,8,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-16(금),비벼먹는오믈렛,"19.016542810985488, 8.021147011308546, 12.768707592891765",국물떡볶이,"73.0, 0.9, 6.0",두부햄찌개,"2.36, 6.78, 6.98",2,5,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-17(토),햄치즈버거,"42.0, 17.0, 18.0",미소장국,"7.78, 3.36, 6.02",매운버섯국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,18,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.24242696 -3.05408441  0.18934588]
2023-06-18(일),감자양파찌개,"14.04, 1.86, 2.04",근대된장국,"5.82, 1.36, 3.47",버섯쇠고기찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,5,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-19(월),도가니설렁탕,"6.0, 6.0, 15.0",나가사끼짬뽕국,"74.0, 9.0, 9.0",북어채콩나물국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,1,3,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 8.14938997 -0.5814781  -0.57331322]
2023-06-20(화),쇠고기장터국,"7.0, 3.7, 9.0",해물순두부찌개,"13.31, 16.19, 25.76",버섯들깨탕,"33.0, 1.7, 17.0",7,4,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-21(수),쇠고기무국,"12.07, 8.62, 16.43",황태채미역국,"4.0, 0.5, 1.0",돼지고기김치찌개,"6.38, 8.09, 8.17",40,5,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-22(목),왕만두국,"29.95, 21.79, 24.12",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",열무된장국,"5.31, 1.35, 3.39",8,14,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.36243946  2.46154488 -0.13985035]
2023-06-23(금),쇠고기감자국,"7.0, 2.4, 13.0",닭고기육개장,"6.0, 6.0, 8.0",목살김치찌개,"11.0, 23.0, 27.0",16,22,17,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-24(토),뉴욕핫도그,"15.0, 8.1, 15.0",버팔로치킨윙,"9.0, 10.0, 17.0",열무비빔냉면,"78.0, 23.0, 8.0",10,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-26(월),전복죽,"25.0, 6.0, 3.0",닭칼국수,"47.12, 6.06, 15.09",쇠고기시래기국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,5,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.77491297  2.07083644 -0.44839014]
2023-06-27(화),버섯육개장,"9.0, 2.9, 8.0",도토리묵사발,"33.0, 4.5, 2.0",감바스라이스,"59.0, 9.0, 8.0",2,8,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-06-28(수),황태해장국,"12.07, 4.14, 18.33",미역된장국,"2.34, 0.08, 1.0",뼈없는갈비탕,"5.0, 11.0, 37.0",9,8,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.07116111 2.81667504 0.11841897]
2023-06-29(목),순두부버섯탕,"19.0, 19.0, 21.0",콩나물김치국,"1.79, 1.82, 1.92",시금치된장국,"17.48, 2.8, 7.91",13,1,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-06-30(금),버섯호박볶음,"6.3, 2.39, 3.27",브로콜리초고추장,"20.828397887323945, 6.627411971830987, 11.344295774647893",치즈볼,"2.0, 6.0, 1.0",1,1,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-07-01(토),쇠고기무국,"12.07, 8.62, 16.43",알리오올리오파스타,"46.0, 11.0, 7.0",짬뽕순두부,"21.0, 23.0, 33.0",40,5,8,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-07-02(일),느타리버섯배추국,"19.016542810985488, 8.021147011308546, 12.768707592891765",굴림만두계란탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,3,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-07-03(월),새우시금치국,"18.99, 2.45, 8.5",쇠고기미역국,"16.08, 6.78, 15.06",콩나물국,"5.87, 1.54, 2.17",3,12,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.72150915 -1.12611901  0.95527387]
2023-07-04(화),옛날갈비탕,"2.0, 4.2, 13.0",쇠고기육개장,"6.0, 6.0, 8.0",메밀소바,"75.0, 2.1, 11.0",5,8,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-07-05(수),순두부백탕,"6.0, 7.0, 11.0",초계탕,"16.32, 15.38, 40.52",쇠고기시래기국,"19.172017857142862, 7.075374999999995, 11.985875000000004",10,1,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.7424894   0.85624667 -1.02209548]
2023-07-06(목),콩나물무채국,"5.99, 1.13, 2.31",미역오이냉국,"3.15, 0.08, 0.97",멘보샤/칠리소스,"19.79, 0.3, 2.5",3,4,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.0350361  0.61660656 0.22286523]
2023-07-07(금),만두국,"29.95, 21.79, 24.12",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯들깨탕,"33.0, 1.7, 17.0",3,11,3,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 6.49213517  2.65535782 -0.62043599]
2023-07-08(토),불고기버거,"50.0, 22.0, 20.0",콩나물국,"5.87, 1.54, 2.17",된장국,"9.93, 1.85, 5.55",15,9,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948034 -0.0093923 ]
2023-07-09(일),건새우무우국,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자국,"9.86, 3.52, 4.54",비벼먹는오믈렛,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,8,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.05639044 1.27536587 1.01323559]
