날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계,breakfast_embedding,lunch_embedding,dinner_embedding
2021-05-23,소시지야채볶음,270.67kcal,제육볶음,340.11kcal,마파두부,428.7kcal,,,2708.81kcal,"[4.38, 11.22, 7.92, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2021-05-23,계란찜,127.16kcal,맛김,5.25kcal,감자채볶음,100.28kcal,,,2708.81kcal,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]"
2021-05-23,배추김치,23.44kcal,배추김치,23.44kcal,깍두기,28.75kcal,,,2708.81kcal,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-23,우유(백색우유(200ML,122kcal,사과 주스,46kcal,,,,,2708.81kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[28.97, 0.27, 0.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-24,밥1,108.9kcal,잡곡밥,382.97kcal,밥,363kcal,,,2836.17kcal,,,
2021-05-24,꼬꼬떡국,396.44kcal,홍합미역국,18.8kcal,감자짜글이,162.62kcal,,,2836.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]","[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]"
2021-05-24,애호박나물,32.77kcal,피망잡채,204.48kcal,팝콘형치킨너겟,581.11kcal,,,2836.17kcal,"[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-24,오징어젓무침,36.17kcal,콩나물게맛살냉채,102.1kcal,고등어순살조림,159.37kcal,,,2836.17kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]"
2021-05-24,배추김치,23.44kcal,깍두기,28.75kcal,깍두기,28.75kcal,,,2836.17kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-24,우유(백색우유(200ML,122kcal,유산균 발효유,84.5kcal,,,,,2836.17kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[28.0, 0.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-25,조밥,380.85kcal,밥,363kcal,자장밥,798.33kcal,,,3379.22kcal,,,
2021-05-25,배추된장국,35.83kcal,사골곰탕,174.9kcal,짬뽕국,52.35kcal,,,3379.22kcal,"[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]","[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]","[22.49, 3.23, 8.76, [1, 0, 0, 0, 0]]"
2021-05-25,마늘종돼지고기볶음,303.84kcal,알감자조림,94.71kcal,깐풍기,680.66kcal,,,3379.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.9, 0.88, 1.84, [1, 0, 0, 0, 0]]","[33.46, 25.35, 20.99, [1, 0, 0, 0, 0]]"
2021-05-25,맛김,5.25kcal,낙지젓,34.56kcal,배추김치,23.44kcal,,,3379.22kcal,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[1.73, 0.34, 1.16, [1, 0, 0, 0, 0]]",
2021-05-25,깍두기,28.75kcal,깍두기,28.75kcal,,,,,3379.22kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-25,우유(백색우유(200ML,122kcal,아이스크림 샌드위치,252kcal,,,,,3379.22kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[21.75, 5.6, 2.61, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-26,밥,363kcal,잡곡밥,382.97kcal,밥,363kcal,,,3520.88kcal,,,
2021-05-26,쇠고기무국,57.23kcal,근대콩나물조개국,47.36kcal,돼지고기김치찌개,139.29kcal,,,3520.88kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2021-05-26,멸치비엔나볶음,290.9kcal,한우갈비찜,473.08kcal,떡볶이,409.7kcal,,,3520.88kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 4.5, 12.0, [1, 0, 0, 0, 0]]","[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]"
2021-05-26,감자매운조림,116.98kcal,매실피클,63.6kcal,오징어튀김,436.82kcal,,,3520.88kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.44, 2.12, 5.8, [1, 0, 0, 0, 0]]"
2021-05-26,배추김치,23.44kcal,배추김치,23.44kcal,가공우유,167kcal,,,3520.88kcal,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-26,우유(백색우유(200ML,122kcal,대추방울토마토,12.3211886kcal,깍두기,28.75kcal,,,3520.88kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-27,밥,363kcal,밥,363kcal,돈까스치즈버거,1211.07kcal,,,3238.79kcal,,,"[56.0, 20.0, 18.0, [1, 0, 0, 0, 0]]"
2021-05-27,계란국,63.96kcal,꽃게탕,50.43kcal,감자튀김,345.91kcal,,,3238.79kcal,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]","[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]","[20.33, 8.01, 1.98, [1, 0, 0, 0, 0]]"
2021-05-27,돈육표고장조림,212.51kcal,잡채,216.15kcal,우유(백색우유(200ML,122kcal,,,3238.79kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]"
2021-05-27,오이양파장아찌,52.25kcal,미나리깨장냉채,67.42kcal,토마토,8.91kcal,,,3238.79kcal,"[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.92, 0.2, 0.88, [1, 0, 0, 0, 0]]"
2021-05-27,배추김치,23.44kcal,파김치,21.24kcal,탄산음료,117.5kcal,,,3238.79kcal,,"[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-28,밥,363kcal,불닭덮밥,657.42kcal,밥,363kcal,,,2970.17kcal,,,
2021-05-28,만둣국,249.35kcal,중화식계란탕,114.46kcal,아욱고추장찌개,80.99kcal,,,2970.17kcal,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2021-05-28,들깨순볶음,58.65kcal,감자샐러드,147.72kcal,코다리강정,393.97kcal,,,2970.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[18.0, 8.0, 2.0, [1, 0, 0, 0, 0]]","[10.53, 10.07, 16.4, [1, 0, 0, 0, 0]]"
2021-05-28,순두부양념장,102.86kcal,배추김치,23.44kcal,맛김,5.25kcal,,,2970.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-05-28,깍두기,28.75kcal,참외,42.56kcal,깍두기,28.75kcal,,,2970.17kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[11.0, 0.29, 1.57, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-28,우유(백색우유(200ML,122kcal,,,복숭아 주스,188kcal,,,2970.17kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[32.66, 0.08, 0.8, [1, 0, 0, 0, 0]]"
2021-05-29,불고기버거,847.17kcal,밥,363kcal,밥,363kcal,,,2911.93kcal,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",,
2021-05-29,우유(백색우유(200ML,244kcal,감자수제비국,57.13kcal,김치짜글이찌개,153.18kcal,,,2911.93kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[89.0, 5.0, 14.0, [1, 0, 0, 0, 0]]"
2021-05-29,토마토,8.91kcal,쇠고기느타리버섯잡채,127.83kcal,고추참치야채볶음,135.03kcal,,,2911.93kcal,"[3.92, 0.2, 0.88, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-29,,,마늘종멸치볶음,130.33kcal,계란찜,127.16kcal,,,2911.93kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]"
2021-05-29,,,깍두기,28.75kcal,배추김치,23.44kcal,,,2911.93kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2021-05-29,,,건빵,249kcal,,,,,2911.93kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[2.09, 0.47, 0.23, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-29,,,컵과일,54kcal,,,,,2911.93kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[16.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-30,밥,363kcal,밥,363kcal,밥,363kcal,,,2702.76kcal,,,
2021-05-30,맑은육개장,65.36kcal,닭볶음탕,232.68kcal,된장찌개,67.08kcal,,,2702.76kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2021-05-30,생선묵볶음,182.28kcal,맛김,5.25kcal,오삼불고기,428.16kcal,,,2702.76kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[6.02, 8.64, 11.35, [1, 0, 0, 0, 0]]"
2021-05-30,감자간장조림,126.92kcal,두부조림,143.7kcal,양배추쌈,65.9kcal,,,2702.76kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2021-05-30,배추김치,23.44kcal,배추김치,23.44kcal,깍두기,28.75kcal,,,2702.76kcal,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-30,우유(백색우유(200ML,122kcal,이온음료,58.8kcal,배 주스,40kcal,,,2702.76kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[34.21, 0.25, 0.0, [1, 0, 0, 0, 0]]"
2021-05-31,밥,363kcal,주먹밥,126.1kcal,잡곡밥,382.97kcal,,,3016.98kcal,,,
2021-05-31,쇠고기미역국,31.5kcal,생우동,374.95kcal,콩나물무채국,30.86kcal,,,3016.98kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[67.0, 3.1, 9.0, [1, 0, 0, 0, 0]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]"
2021-05-31,햄감자볶음,143.31kcal,생선가스,517.27kcal,닭간장소스찜,365.34kcal,,,3016.98kcal,"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[24.0, 1.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-31,브로콜리/초고추장,107.11kcal,배추김치,23.44kcal,삼치순살조림,101.36kcal,,,3016.98kcal,"[6.64, 0.37, 2.82, [1, 0, 0, 0, 0]]",,"[3.51, 3.85, 11.39, [1, 0, 0, 0, 0]]"
2021-05-31,깍두기,28.75kcal,단무지,5.58kcal,배추김치,23.44kcal,,,3016.98kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]",
2021-05-31,우유(백색우유(200ML,122kcal,아이스크림 콘,270kcal,,,,,3016.98kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-06-01,밥,363kcal,밥,363kcal,밥,363kcal,,,2792.90kcal,,,
2021-06-01,쇠고기느타리버섯국,51.01kcal,계란국,62.76kcal,근대된장국,39.92kcal,,,2792.90kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]","[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]"
2021-06-01,전복장조림,75.88kcal,애호박조갯살나물,51.76kcal,닭매운양념조림,262.35kcal,,,2792.90kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-06-01,오이고추장무침,35.59kcal,마늘김치두루치기,243.11kcal,순두부양념장,92.34kcal,,,2792.90kcal,"[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-06-01,배추김치,23.69kcal,맛김,0kcal,배추김치,23.69kcal,,,2792.90kcal,,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]",
2021-06-01,우유(백색우유(200ML,122kcal,총각김치,16.4kcal,바나나맛우유,200.4kcal,,,2792.90kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,"[27.0, 8.0, 7.0, [1, 0, 0, 0, 0]]"
2021-06-01,,,참외,38kcal,라면,365kcal,,,2792.90kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 0.29, 1.57, [1, 0, 0, 0, 0]]","[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]"
2021-06-02,밥,363kcal,밥,363kcal,밥,363kcal,,,2709.85kcal,,,
2021-06-02,홍합미역국,21.33kcal,돼지고기무찌개,96.99kcal,버섯두부탕,39.77kcal,,,2709.85kcal,"[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-06-02,가지굴소스쇠고기볶음,166.18kcal,매콤갑오징어볶음,150.4kcal,달콤돼지고기볶음,306kcal,,,2709.85kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[39.04, 9.4, 14.62, [1, 0, 0, 0, 0]]","[41.0, 3.3, 8.0, [1, 0, 0, 0, 0]]"
2021-06-02,계란찜,107.61kcal,알감자조림,189.42kcal,브로콜리/초고추장,77.37kcal,,,2709.85kcal,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[14.9, 0.88, 1.84, [1, 0, 0, 0, 0]]","[6.64, 0.37, 2.82, [1, 0, 0, 0, 0]]"
2021-06-02,배추김치,23.69kcal,배추김치,23.69kcal,총각김치,16.4kcal,,,2709.85kcal,,,
2021-06-02,우유(백색우유(200ML,122kcal,아이스크림 팩형,234kcal,사과 주스,46kcal,,,2709.85kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[28.97, 0.27, 0.15, [1, 0, 0, 0, 0]]"
2021-06-03,밥,363kcal,찹쌀밥,416.85kcal,밥,363kcal,,,2980.59kcal,,,
2021-06-03,김치국,40.14kcal,삼계탕,645.73kcal,쇠고기무국,56.23kcal,,,2980.59kcal,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]","[20.41, 15.89, 55.5, [1, 0, 0, 0, 0]]","[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]"
2021-05-04,맛김,5.25kcal,갈비폭찹,435.54kcal,시금치고추장무침,71.28kcal,,,2985.88kcal,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-04,깍두기,28.75kcal,파김치,21.24kcal,배추김치,23.44kcal,,,2985.88kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]",
2021-05-04,우유(백색우유(200ML,122kcal,농후 발효유,96kcal,,,,,2985.88kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-05,밥,363kcal,자장면,822.73kcal,밥,363kcal,,,2873.60kcal,,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",
2021-05-05,순두부된장국,89.27kcal,찐만두,221.47kcal,쇠고기호박국,58.44kcal,,,2873.60kcal,"[3.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[3.54, 0.98, 4.27, [1, 0, 0, 0, 0]]","[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]"
2021-05-05,감자채볶음,100.28kcal,배추김치,23.44kcal,매콤갑오징어볶음,170.47kcal,,,2873.60kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]",,"[39.04, 9.4, 14.62, [1, 0, 0, 0, 0]]"
2021-05-05,쇠고기꽈리고추조림,145.83kcal,단무지,5.58kcal,양배추쌈,65.9kcal,,,2873.60kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2021-05-05,배추김치,23.44kcal,아이스크림 콘,270kcal,깍두기,28.75kcal,,,2873.60kcal,,"[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-05,우유(백색우유(200ML,122kcal,,,,,,,2873.60kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-06,밥,363kcal,잡곡밥,382.97kcal,밥,363kcal,,,2826.77kcal,,,
2021-05-06,무국,38.23kcal,느타리버섯배추국,29.81kcal,돼지고기육개장,130.96kcal,,,2826.77kcal,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 4.3, 8.0, [1, 0, 0, 0, 0]]"
2021-05-06,두부두루치기,337.84kcal,고등어순살조림,159.37kcal,맛김,5.25kcal,,,2826.77kcal,"[32.0, 17.0, 31.0, [1, 0, 0, 0, 0]]","[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-05-06,햄야채볶음,146.08kcal,닭고기오이냉채,187.15kcal,미트볼데리야끼조림,440.76kcal,,,2826.77kcal,"[14.89, 10.96, 12.14, [1, 0, 0, 0, 0]]","[7.0, 3.5, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-06,배추김치,23.44kcal,깍두기,28.75kcal,배추김치,23.44kcal,,,2826.77kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2021-05-06,우유(백색우유(200ML,122kcal,컵과일(사과,44.72kcal,,,,,2826.77kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-07,밥,363kcal,돈까스덮밥,964.07kcal,잡곡밥,382.97kcal,,,3064.04kcal,,,
2021-05-07,쇠고기미역국,31.5kcal,된장국,21.16kcal,계란조갯살찌개,95.7kcal,,,3064.04kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-07,브로콜리새우살볶음,92.74kcal,미나리콩나물무침,108.76kcal,마파두부,428.7kcal,,,3064.04kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2021-05-07,돼지고기김치찜,188.92kcal,백김치,15.12kcal,들깨순볶음,58.65kcal,,,3064.04kcal,"[13.16, 21.34, 34.87, [1, 0, 0, 0, 0]]","[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-07,깍두기,28.75kcal,참외,42.56kcal,배추김치,23.44kcal,,,3064.04kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[11.0, 0.29, 1.57, [1, 0, 0, 0, 0]]",
2021-05-07,우유(백색우유(200ML,122kcal,,,오렌지 주스,96kcal,,,3064.04kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]"
2021-05-08,핫도그빵,983.5kcal,밥,363kcal,밥,363kcal,,,2704.27kcal,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",,
2021-05-08,가공우유,116kcal,감자수제비국,57.13kcal,햄소시지찌개,166.96kcal,,,2704.27kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-08,우유(백색우유(200ML,122kcal,김자반,34.4kcal,멸치고추장볶음,190.11kcal,,,2704.27kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[21.0, 18.0, 18.0, [1, 0, 0, 0, 0]]"
2021-05-08,토마토,8.91kcal,쇠고기부추무침,119.91kcal,계란찜,127.16kcal,,,2704.27kcal,"[3.92, 0.2, 0.88, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]"
2021-05-08,,,배추김치,23.44kcal,깍두기,28.75kcal,,,2704.27kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-09,밥,363kcal,밥,363kcal,밥,363kcal,,,2703.79kcal,,,
2021-05-09,김치국,40.14kcal,짬뽕찌개,135.75kcal,된장찌개,67.08kcal,,,2703.79kcal,"[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2021-05-09,달콤돼지고기볶음,340.8kcal,애호박나물,32.77kcal,버섯야채볶음,85.46kcal,,,2703.79kcal,"[41.0, 3.3, 8.0, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]","[6.3, 2.39, 3.27, [1, 0, 0, 0, 0]]"
2021-05-09,오이나물,44.69kcal,매운소시지떡볶음,338.3kcal,닭매운양념조림,292.17kcal,,,2703.79kcal,"[27.7, 1.2, 2.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-09,깍두기,28.75kcal,배추김치,23.44kcal,배추김치,23.44kcal,,,2703.79kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2021-05-09,우유(백색우유(200ML,122kcal,배 주스,40kcal,,,,,2703.79kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[34.21, 0.25, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-10,밥,363kcal,밥,363kcal,밥,363kcal,,,2995.98kcal,,,
2021-05-10,얼큰한오징어국,77.5kcal,근대콩나물조개국,47.36kcal,순두부찌개,128.16kcal,,,2995.98kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2021-05-10,감자채볶음,100.28kcal,삼겹살된장볶음,418.72kcal,치킨너겟강정,729.18kcal,,,2995.98kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[6.36, 24.33, 10.9, [1, 0, 0, 0, 0]]","[10.0, 12.0, 15.0, [1, 0, 0, 0, 0]]"
2021-05-10,깻잎찜,54.91kcal,브로콜리&초고추장,94.49kcal,꽈리고추양념무침,57.99kcal,,,2995.98kcal,"[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-10,배추김치,23.44kcal,깍두기,28.75kcal,배추김치,23.44kcal,,,2995.98kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2021-05-10,우유(백색우유(200ML,122kcal,망고스틱,0.76kcal,,,,,2995.98kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[17.91, 0.58, 0.41, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-05-11,밥,363kcal,잡곡밥,382.97kcal,삼겹살덮밥,1001.19kcal,,,2968.48kcal,,,
2021-05-11,무국,38.23kcal,돼지고기애호박찌개,121.65kcal,배추된장국,35.83kcal,,,2968.48kcal,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]"
2021-05-11,쇠고기야채볶음,119.88kcal,가지굴소스볶음,76.43kcal,오이양파장아찌,52.25kcal,,,2968.48kcal,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]"
2021-05-11,맛김,5.25kcal,바다장어순살강정,497.37kcal,깍두기,28.75kcal,,,2968.48kcal,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-05-11,배추김치,23.44kcal,배추김치,23.44kcal,짜먹는요구르트,76.8kcal,,,2968.48kcal,,,"[12.0, 5.0, 6.0, [1, 0, 0, 0, 0]]"
2021-05-11,우유(백색우유(200ML,122kcal,,,,,,,2968.48kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
