날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert,lunch_kobert,dinner_kobert
2023-01-18(수),쇠고기감자국,"7.0, 2.4, 13.0",쇠고기버섯들깨국,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯매운탕,"78.0, 8.0, 38.0",16,3,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-19(목),사골우거지국,"6.0, 7.0, 14.0",순두부찌개,"5.62, 17.99, 18.25",북어채국,"3.28, 4.9, 12.81",11,9,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.02304692 -0.28977702  0.62643243],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.39204205  1.67902894 -0.16449142]
2023-01-20(금),굴림만두육개장,"19.016542810985488, 8.021147011308546, 12.768707592891765",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",1,14,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[8.12552864 0.2847306  0.5932276 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-21(토),불고기버거,"50.0, 22.0, 20.0",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기얼큰무국,"19.172017857142862, 7.075374999999995, 11.985875000000004",15,9,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.48607388 -2.10948035 -0.00940061],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-22(일),꼬꼬떡국,"19.016542810985488, 8.021147011308546, 12.768707592891765",옹심이미역국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",4,1,9,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.92645218 0.60951612 1.38725584],[-3.91011759  0.04894274  0.09252749]
2023-01-23(월),닭고기무국,"6.0, 1.1, 6.0",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",크림스프,"11.0, 2.4, 1.0",13,13,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.34956123 -3.56400442  1.04893419]
2023-01-24(화),목살김치찌개,"11.0, 23.0, 27.0",감자고추장찌개,"13.53, 2.9, 6.9",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,8,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-25(수),샤오롱바오,"37.0, 16.0, 12.0",유린기,"4.11, 8.79, 14.73",타코야끼,"4.28, 0.63, 1.3",1,1,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.13622029 -0.99769685 -0.12616786],[-3.91011759  0.04894274  0.09252749]
2023-01-26(목),느타리버섯배추국,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기장터국,"7.0, 3.7, 9.0",7,7,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-27(금),순두부찌개,"5.62, 17.99, 18.25",닭고기육개장,"6.0, 6.0, 8.0",쇠고기콩나물국,"19.172017857142862, 7.075374999999995, 11.985875000000004",14,22,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-28(토),자메이카통다리바베큐,"19.016542810985488, 8.021147011308546, 12.768707592891765",미소장국,"7.78, 3.36, 6.02",두부고추장찌개,"13.53, 2.9, 6.9",1,18,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.59243358 -2.40452869  0.03329577],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2023-01-29(일),갈비탕,"11.63, 31.26, 33.29",오므라이스,"46.8, 14.75, 14.77",물만두국,"29.95, 21.79, 24.12",9,6,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718828 -1.40227354],[ 7.11680928 -3.53909078  0.44228173],[ 7.89161832  1.41756834 -0.55367895]
2023-01-30(월),어묵콩나물국,"5.87, 1.54, 2.17",굴순두부찌개,"5.62, 17.99, 18.25",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,2,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[8.25519336 0.94887619 0.22517367],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-31(화),쇠고기무국,"12.07, 8.62, 16.43",알리오올리오파스타,"46.0, 11.0, 7.0",짬뽕찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",40,5,12,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.94690471 -4.1002436   0.38704761],[-3.91011759  0.04894274  0.09252749]
2023-02-01(수),오징어콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",굴림만두계란탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기시래기국,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,3,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.45624862 0.16850565 0.49836608],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-02(목),쇠고기무국,"12.07, 8.62, 16.43",감자고추장찌개,"13.53, 2.9, 6.9",순두부오징어탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",40,8,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.08753703e+00 -6.89080257e-01 -6.76439348e-03]
2023-02-04(토),불고기버거,"50.0, 22.0, 20.0",미소장국,"7.78, 3.36, 6.02",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",15,18,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948035 -0.00940061],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2023-02-05(일),홍합미역국,"4.0, 0.9, 5.0",우동국,"12.38, 2.74, 1.62",느타리버섯배추국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,12,9,"[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[7.77198166 2.21125871 0.42809443],[6.67557289 3.33947781 0.37022269],[-3.91011759  0.04894274  0.09252749]
2023-02-06(월),새우시금치국,"18.99, 2.45, 8.5",갈비탕,"11.63, 31.26, 33.29",쇠고기곰탕,"0.0, 6.0, 9.0",3,2,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.72150915 -1.126119    0.95527088],[ 6.28415815 -0.92882357 -1.97849669],[-3.91011759  0.04894274  0.09252749]
2023-02-07(화),,"19.016542810985488, 8.021147011308546, 12.768707592891765",사과,"13.81, 0.17, 0.26",,"19.172017857142862, 7.075374999999995, 11.985875000000004",8,2,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-3.6037333  -2.04695023 -5.11014349],[ 4.35839882  1.20759001 -3.13641077],[-2.94202817 -2.94203111 -5.84138783]
2023-02-08(수),옹심이미역국,"19.016542810985488, 8.021147011308546, 12.768707592891765",콩나물국,"5.87, 1.54, 2.17",쇠고기장터국,"7.0, 3.7, 9.0",1,9,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.99807585 0.93425603 1.29331422],[7.43730557 1.27829161 0.32615738],[-3.91011759  0.04894274  0.09252749]
2023-02-09(목),쇠고기육개장,"6.0, 6.0, 8.0",맑은된장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기김찌찌개,"15.0, 6.0, 10.0",7,7,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-10(금),설렁탕,"42.7, 12.93, 32.67",한우소머리국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",쌀국수,"55.0, 4.2, 16.0",5,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.17150351  0.90120688 -1.14929411],[ 8.09254248 -0.40676681  0.41400836],[ 7.51149135  2.14951778 -0.50740179]
2023-02-12(일),사골미역국,"4.0, 0.5, 1.0",닭곰탕,"1.87, 4.75, 18.72",무청시래기국,"26.0, 10.0, 5.0",2,18,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.72673231 1.30196909 0.49333818],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.8792125  0.43890459 0.20605328]
2023-02-13(월),어묵콩나물국,"5.87, 1.54, 2.17",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,14,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.25519336 0.94887619 0.22517367],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-14(화),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",새우버거,"46.0, 26.0, 15.0",10,9,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.11631083 -1.14344926  0.24550953]
2023-02-15(수),순두부버섯탕,"19.0, 19.0, 21.0",닭고기육개장,"6.0, 6.0, 8.0",근대된장국,"5.82, 1.36, 3.47",13,22,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-16(목),햄감자찌개,"14.04, 1.86, 2.04",쇠고기미역국,"16.08, 6.78, 15.06",두부고추장찌개,"13.53, 2.9, 6.9",11,12,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-17(금),꼬꼬떡국,"19.016542810985488, 8.021147011308546, 12.768707592891765",버섯매운탕,"78.0, 8.0, 38.0",만두유린기,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,2,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.05854589 -1.33357992  0.20702355]
2023-02-20(월),참치김치찌개,"6.11, 4.71, 9.71",감자버터구이,"20.828397887323945, 6.627411971830987, 11.344295774647893",굴순두부찌개,"5.62, 17.99, 18.25",9,1,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.72015466 -1.50292395  0.14589979],[-3.91011759  0.04894274  0.09252749]
2023-02-21(화),두부찜,"2.81, 4.21, 8.1",매콤감자조림,"6.66, 1.68, 0.79",쇠고기계란장조림,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.81441364 -2.18473784 -1.19669614],[-3.91011759  0.04894274  0.09252749]
2023-02-22(수),떡만둣국,"68.42, 11.05, 15.0",된장국,"9.93, 1.85, 5.55",국물떡볶이,"73.0, 0.9, 6.0",6,7,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-23(목),북어채국,"3.28, 4.9, 12.81",꼬지어묵우동,"20.828397887323945, 6.627411971830987, 11.344295774647893",데리야끼소시지떡볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,2,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[7.67562074 1.49186113 0.29932022],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-24(금),닭고기무국,"6.0, 1.1, 6.0",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",새우순두부계란탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,11,3,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-25(토),햄치즈버거,"42.0, 17.0, 18.0",양파계란볶음,"7.23, 4.17, 1.0",쇠고기달래된장찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.24242696 -3.0540844   0.18934976],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-26(일),호박고추장찌개,"13.53, 2.9, 6.9",오징어배추해장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",사골떡왕만둣국,"9.0, 4.0, 2.0",2,3,3,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[8.40254548 0.07553988 1.51557936],[-3.91011759  0.04894274  0.09252749]
2023-02-27(월),순두부찌개,"5.62, 17.99, 18.25",쇠고기청국장찌개,"19.0, 15.0, 21.0",미역된장국,"2.34, 0.08, 1.0",14,6,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-02-28(화),감자수제비국,"66.44, 6.59, 15.81",닭곰탕,"1.87, 4.75, 18.72",물만두국,"29.95, 21.79, 24.12",9,18,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.68291494 -0.04797457  0.39688984],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.89161832  1.41756834 -0.55367895]
2023-03-01(수),쇠고기육개장,"6.0, 6.0, 8.0",된장국,"9.93, 1.85, 5.55",느타리버섯배추국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,7,9,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-02(목),버섯쇠고기찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기된장찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",모닝빵&딸기잼,"17.42, 1.43, 3.28",7,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-1.4811113  -1.07483542  0.87649685]
2023-03-03(금),아욱된장국,"4.88, 0.73, 2.68",해물순두부찌개,"13.31, 16.19, 25.76",배추된장국,"8.64, 2.01, 3.8",1,4,10,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-04(토),뉴욕핫도그,"15.0, 8.1, 15.0",우동국,"12.38, 2.74, 1.62",쇠고기장터국,"7.0, 3.7, 9.0",10,12,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[6.67557289 3.33947781 0.37022269],[-3.91011759  0.04894274  0.09252749]
2023-03-05(일),사골순댓국,"12.0, 8.0, 26.0",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",1,7,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-06(월),맑은된장국,"19.016542810985488, 8.021147011308546, 12.768707592891765",냉이된장국,"15.24, 3.41, 9.74",근대된장국,"5.82, 1.36, 3.47",7,1,5,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-07(화),굴림만두계란탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",돈코츠라멘,"83.47, 10.74, 14.48",어묵우동국,"75.0, 11.0, 22.0",1,3,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[ 6.83276269 -3.26636071 -0.37805048],[ 8.77184999  1.96153953 -0.10242981]
2023-03-08(수),호박고추장찌개,"13.53, 2.9, 6.9",짬뽕순두부,"21.0, 23.0, 33.0",까르보블랙함박스테이크/스마일감자,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,2,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.06543367 -1.89365251  1.40598793]
2023-03-10(금),팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",꽃게탕,"3.95, 1.58, 12.87",홍합탕,"11.91, 7.58, 22.81",6,9,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.61950056  0.72038842 -0.96027124]
2023-03-11(토),불고기버거,"50.0, 22.0, 20.0",오미산적,"5.0, 3.0, 4.0",북어들깨미역국,"11.76, 5.28, 2.78",15,1,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948035 -0.00940061],[ 7.21367124  0.03779172 -0.50262403],[-3.91011759  0.04894274  0.09252749]
2023-03-12(일),쇠고기콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자수제비국,"66.44, 6.59, 15.81",닭곰탕,"1.87, 4.75, 18.72",8,4,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.50078589e+00 -2.26621128e-03 -3.90581683e-01],[-3.91011759  0.04894274  0.09252749]
2023-03-14(화),감자짜글이,"32.0, 1.8, 5.0",냉이국,"10.53, 1.3, 3.68",옹심이미역국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,3,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[6.88463723 1.53423073 0.72973426],[8.77873427 0.56540049 0.63618743]
2023-03-15(수),사골우거지국,"6.0, 7.0, 14.0",북어채국,"3.28, 4.9, 12.81",닭볶음탕,"9.4, 9.5, 25.72",11,2,7,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.02304692 -0.28977702  0.62643243],[7.51621158 1.54749777 0.57902305],[-3.91011759  0.04894274  0.09252749]
2023-03-16(목),감자고추장찌개,"13.53, 2.9, 6.9",쇠고기청국장찌개,"19.0, 15.0, 21.0",설렁탕,"42.7, 12.93, 32.67",6,6,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.92677045  0.05254807 -0.03440317]
2023-03-17(금),참치김치찌개,"6.11, 4.71, 9.71",유부주머니감자국,"20.828397887323945, 6.627411971830987, 11.344295774647893",애호박수제비국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,2,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.29615444 -0.12973422  0.67338954],[ 8.81389725 -0.11726502 -0.02566575]
2023-03-18(토),잉글리쉬머핀,"25.62, 0.98, 5.14",얼큰한오징어국,"20.828397887323945, 6.627411971830987, 11.344295774647893",목살김치찌개,"11.0, 23.0, 27.0",1,2,17,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.12067906 -0.62714115  1.70945174],[-3.91011759  0.04894274  0.09252749]
2023-03-19(일),사골미역국,"4.0, 0.5, 1.0",쇠고기해장국,"3.0, 7.0, 30.0",쇠고기곰탕,"0.0, 6.0, 9.0",2,2,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.72673231 1.30196909 0.49333818],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-20(월),순두부찌개,"5.62, 17.99, 18.25",무청시래기감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",짬뽕국물,"22.49, 3.23, 8.76",14,3,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.40323543 -0.79488277 -0.32907503],[-3.91011759  0.04894274  0.09252749]
2023-03-21(화),진한육개장,"16.0, 6.0, 18.0",오징어배추해장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",북어채콩나물국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,3,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[7.85956727 1.84040159 0.36573437],[8.40254548 0.07553988 1.51557936],[ 9.20660953  0.06328957 -0.32278747]
2023-03-22(수),두부햄찌개,"2.36, 6.78, 6.98",닭고기무국,"6.0, 1.1, 6.0",쇠고기버섯들깨국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,5,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-23(목),어묵콩나물국,"5.87, 1.54, 2.17",콩나물국,"5.87, 1.54, 2.17",잔치국수,"83.16, 3.94, 20.78",4,9,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.25519336 0.94887619 0.22517367],[7.43730557 1.27829161 0.32615738],[ 7.74290605  1.50469103 -0.43863864]
2023-03-24(금),치킨스테이크,"8.0, 7.0, 21.0",사각어묵야채볶음,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기느타리버섯잡채,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,1,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.73130108 -2.48674354  0.7303882 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-25(토),에그햄치즈버거,"36.0, 18.0, 14.0",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",콩나물국,"5.87, 1.54, 2.17",2,13,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.51806857 -3.89617862  0.64842616],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2023-03-26(일),돼지고기김찌찌개,"15.0, 6.0, 10.0",새우시금치국,"18.99, 2.45, 8.5",닭고기육개장,"6.0, 6.0, 8.0",6,4,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.54071333 -1.02390797  0.76551533],[-3.91011759  0.04894274  0.09252749]
2023-03-27(월),쇠고기떡국,"0.0, 2.5, 20.0",쇠고기시래기국,"20.828397887323945, 6.627411971830987, 11.344295774647893",떡볶이,"60.42, 2.91, 6.97",9,1,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-03-28(화),갈비탕,"11.63, 31.26, 33.29",미소장국,"7.78, 3.36, 6.02",하이라이스,"49.14, 9.49, 10.26",9,18,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718828 -1.40227354],[ 7.49009581  2.12522748 -0.67528983],[ 8.29316105 -2.96171273  1.04723875]
2023-03-30(목),무청시래기국,"26.0, 10.0, 5.0",닭고기육개장,"6.0, 6.0, 8.0",짬뽕찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,22,12,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[8.15581609 0.45662536 0.83617999],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
